N,P,K,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Altitude,Fertilizer_Used,Recommended_Crop
59,79,81,6.57,48.4,0.61,0.27,24.29,34.19,2164.11,6.39,5.58,1568,81.2,Rice
86,32,25,4.65,10.93,0.88,2.88,34.36,76.55,2516.84,8.94,17.81,2435,130.18,Rice
146,49,67,8.33,48.95,0.3,2.04,19.24,85.58,238.51,7.57,2,197,336.07,Wheat
74,72,116,5.2,36.34,0.83,1.02,18.46,61.65,433.68,6.82,11.26,1493,85.95,Maize
128,11,27,6.65,56.81,1.4,2.34,25.13,38.34,2594.13,7.06,2.68,968,138.75,Rice
117,88,45,6.08,59.87,1.09,0.15,11.44,69.15,801.03,6.87,12.42,671,318.47,Wheat
131,82,33,6.16,43.17,1.22,1.19,13.35,34.29,1074.09,8.09,1.9,768,341.84,Wheat
134,56,10,7.07,30.61,0.95,2.7,34.09,39.93,1143.85,7.04,13.18,247,255.61,Sugarcane
136,39,10,7.15,33.75,1.37,0.86,24.81,58.24,2624.45,6.56,1.64,101,152.76,Rice
106,25,73,5.12,20.21,0.39,2.04,12,44.94,655.72,6.57,4.14,1450,311.67,Sugarcane
100,68,71,6.5,14.96,0.78,1.14,23.21,85.81,2475.11,5.75,15.31,2233,286.41,Rice
85,56,119,7.66,38.94,0.98,1.24,21.95,78.53,1509.54,5.68,6.75,2275,302.63,Rice
38,39,45,6.27,50.27,1.34,2.26,17.38,46.61,2392.87,6.29,17.8,772,219.65,Wheat
154,18,84,5.16,23.09,0.6,2.74,21.16,87.83,2126.55,11.78,2.86,930,58.48,Rice
137,74,27,5.75,30.98,0.2,0.58,15.65,52.7,2249.88,5.63,11.08,1014,144.63,Sugarcane
61,68,25,5.35,37.74,1.47,0.9,23.47,64.1,518.77,7.56,18.59,1975,328.89,Wheat
61,73,26,5,55.39,0.23,1.51,22.26,63.84,1064.58,11.27,8.85,237,157.15,Barley
78,17,33,6.01,16.93,0.4,1.88,28.23,68.98,836.05,4.09,7.23,1939,195.01,Millet
39,61,107,6.66,21.84,0.75,1.46,38.26,44.62,552.58,8.84,19.35,1152,236.98,Millet
92,27,77,4.79,55.93,0.85,2.44,15.56,85.32,1989.86,10.96,9.06,2286,273.95,Rice
36,67,108,6.92,11.98,1.28,2.33,22.52,45.94,2146.37,5.34,14.28,2482,312.91,Rice
46,58,88,8.47,42.81,0.78,1.28,26.87,69.89,596.15,10.5,18.48,1853,120.42,Millet
21,41,11,8.36,41.98,0.91,0.22,26.41,75.95,2351.82,9.17,1.2,2147,230.75,Rice
82,57,104,7.82,29.16,0.46,0.66,29.84,82.89,1003.11,10.57,11.82,949,124.88,Sugarcane
81,54,82,5.57,33.41,0.94,1.51,18.04,57.42,1255.03,4.57,14.56,2041,319.91,Maize
119,63,19,4.59,52.75,0.65,2.79,29.04,72.7,2981.11,4.57,8.96,1422,236.81,Rice
38,55,62,7.83,18.25,0.33,1.75,16.04,35.12,737.56,5.14,13.79,577,181.81,Wheat
36,40,98,4.72,21.58,1.43,1.64,13.76,76.68,530.74,11.83,16.32,264,243.63,Potato
88,46,60,5.32,35.62,0.31,2.2,34.95,75.34,951.83,11.04,7,2079,253.7,Potato
136,25,78,6.68,30.49,1.08,0.54,24.21,54.64,2809.05,8.58,7.14,162,81.02,Rice
100,55,23,5.21,38.72,1.38,0.53,21.92,48.81,536.14,8.23,2.67,558,156.06,Barley
58,55,115,7.84,56.04,0.43,1.1,37.86,52.81,1924.64,6.04,19.15,1671,60.58,Rice
55,87,111,7.61,55.86,0.51,2.99,31.29,35.43,2420.63,5.7,1.63,1986,284.6,Rice
151,70,113,7.52,21.5,0.75,2.64,30.31,68.27,2782.64,5.88,9.94,1346,124.47,Rice
48,55,75,7.76,25.11,0.58,2.07,15.83,84.78,1538.49,9.84,11.12,352,79.48,Wheat
70,60,91,5.38,18.1,1.19,1.23,16.28,69.94,1481.53,9.07,3.68,2223,290.66,Wheat
33,71,102,7.42,56.39,0.64,1.71,24.49,64.83,2517.3,8.01,10.31,1194,303.03,Rice
88,44,62,5.92,29.89,1.48,0.98,29.57,89.44,748.35,10.67,6.6,2233,54.23,Millet
76,51,93,7.17,32.49,1.32,2.06,21.86,62.51,1494.04,4.47,16.25,1858,140.04,Wheat
31,54,73,4.99,50.13,1.36,1.31,11.93,50.75,1985.65,4.29,16.64,1628,275.6,Potato
36,77,81,7.32,35.65,0.28,0.45,30.49,72.28,2160.26,10.57,9.22,21,308.29,Rice
49,84,110,8.39,15.99,0.43,0.72,33.21,61.29,513.17,7.33,9.26,2007,186.87,Millet
107,56,58,4.67,31.89,0.42,1.87,38.33,88.33,2628.05,9.32,2.44,1129,327.55,Rice
118,88,99,4.88,41.53,1.07,2.11,22.26,83.88,2491.09,7.23,7.79,1009,211.42,Rice
42,39,71,4.99,45.96,0.22,0.38,17.74,86.81,1087.74,7.51,8.71,254,226.01,Tomato
148,33,46,6.22,42.27,1.25,2.44,37.77,30.06,1533.87,4.18,9.49,2059,108.36,Rice
98,75,58,5.66,15.96,0.91,2.49,31.45,50.05,1275.31,8.24,9.61,319,251.2,Tomato
51,52,77,7.73,25.22,0.94,2.2,11.92,67.63,2947.08,4.28,2.75,1507,128.63,Wheat
28,43,42,6.4,46.68,0.9,2.08,27.4,48.5,1835.18,6.81,4.1,1036,209.29,Rice
34,32,31,6.44,54.01,0.9,0.77,10.86,69.39,957.3,5.09,9.24,776,243.27,Wheat
46,70,79,7.37,12.36,0.46,2.77,16.8,72.9,2288.65,5.74,8.19,413,156.22,Wheat
128,46,42,5.95,12.11,0.57,0.88,12.13,67.4,2500.6,11.26,3.71,990,290.41,Sugarcane
95,22,37,5.91,42.17,0.83,0.63,16.15,57.5,2233.16,11.75,13.32,2218,248.72,Sugarcane
84,80,97,7.53,37.4,1.08,1.95,24.7,71.81,433.86,4.26,3.24,267,52.92,Wheat
128,16,13,7.62,17.77,0.55,1.16,18.97,76.82,1005.66,11.31,1.1,2134,220.69,Wheat
148,51,75,4.56,37.41,1.25,2.81,12.64,71.77,1214.82,10.81,12.64,56,69.16,Sugarcane
29,47,86,5.08,58.72,1.25,1.43,24.46,78.72,807.25,8.13,2.57,250,140.85,Potato
66,61,119,5.35,41.55,0.56,0.57,31.25,86.84,1547.78,7.87,2.15,2105,251.91,Rice
142,53,58,5.91,32.46,0.93,2.88,11.59,36.15,1094.59,7.1,2.63,2189,122.18,Sugarcane
78,73,20,5.67,51.38,0.65,1.59,36.47,84.39,302.09,9.23,18.79,1413,81.58,Millet
115,22,44,7.17,20.64,0.45,1.6,29.59,46.41,2025.74,5.46,3,1479,160.65,Rice
122,37,48,7.81,30.72,1.25,1.22,25.58,63.83,1420.71,4.59,16.94,1875,158.06,Sugarcane
143,10,19,5.27,36.39,1.49,2.52,21.89,86.54,278.71,11.84,15.76,2311,84.4,Wheat
105,52,116,6.75,35.23,0.94,0.93,21.8,67.2,2812.12,10.57,16.98,1669,268.18,Rice
131,51,83,5.97,56.05,1.39,0.14,20.07,35.05,2022.9,7.04,12.5,1640,85.61,Rice
46,59,81,6.52,24.63,1.03,1.54,13.47,59.95,407.05,4.52,3.95,435,265.2,Wheat
37,69,78,6.98,12.83,0.94,2.79,12.38,83.66,2690.31,11.66,15.65,1908,231.86,Wheat
101,10,32,8.07,55.82,0.82,0.89,19.26,54.73,1378.41,4.41,11.74,1820,267.55,Wheat
91,60,43,5.27,20.85,0.51,0.87,30.01,80.88,870.89,4.02,11.8,148,163.5,Barley
73,25,41,4.85,28.95,0.31,2.24,18.65,77.65,328.82,6.31,12.57,1985,260.09,Potato
90,48,25,7.01,36.54,0.78,2.35,34.37,84.39,2285.5,9.96,3.82,1619,166.07,Rice
57,24,77,6.08,58.79,0.93,1.36,21.41,45.78,2914.1,10.76,6.54,1408,269.04,Rice
156,42,63,5.15,36.76,0.86,2.52,28.94,59.79,718.88,8.68,19.88,670,266.05,Millet
54,62,37,4.97,32.39,1.1,0.6,22.96,50.11,1367.36,7.68,17.6,2438,62.38,Tomato
101,26,117,6.74,39.18,0.45,1.16,24.93,62.06,865.03,4.12,7.83,486,111.96,Maize
152,15,69,5.7,58.54,0.66,1.27,17.5,31.15,1802.92,6.78,19.74,633,101.43,Sugarcane
23,40,87,8.49,50.9,0.74,1.01,25.42,44.5,2639.63,4.67,2.32,718,93.98,Rice
42,78,85,6.12,18.45,0.44,0.73,13.32,88.44,565.95,5.75,7.63,2017,300.23,Wheat
67,49,69,5.35,50.16,1.38,1.08,21.6,66.19,1034.99,4.55,11.55,904,215.96,Potato
144,39,94,7.02,52.05,1.09,0.15,23.45,40.4,661.05,11.17,12.8,1499,163.85,Cotton
74,78,89,5.48,44.53,0.32,2.14,31.12,60.5,840.29,9.66,16.3,2481,113.52,Sugarcane
87,85,53,6.48,42.86,1.13,2.08,22.01,71.88,563.8,7.63,15,160,189.83,Millet
107,16,11,6.43,32.04,0.91,1.41,29.96,66.22,1976.97,11.45,14.07,1922,286.32,Rice
20,22,32,6.31,42.08,0.88,1.04,15.24,60.12,321.8,5.67,19.51,2291,245.44,Wheat
154,13,102,7.68,46.88,1.49,1.36,10.76,70.44,2241.15,11.63,12.37,1154,208.37,Wheat
114,59,55,5.37,16.14,1,2.82,25.18,40.02,597.95,4.59,1.12,1536,334.33,Millet
159,12,116,8.12,22.87,1.37,1.85,24.22,56.29,946.7,10.4,12.72,1156,245.06,Pulses
125,21,82,7.67,19.7,1.39,2.22,30.09,75.02,1166.79,6.63,15.42,1264,88.03,Sugarcane
152,74,63,5.83,52.06,0.33,0.77,19.41,64.77,1266.95,5.06,18.44,558,237.83,Sugarcane
127,36,80,5.22,44,0.21,0.37,10.9,84.38,684.19,9.29,8.45,1542,231.98,Cotton
61,59,102,5.62,32.54,0.77,0.34,31.71,56.63,1568.68,9.08,1.98,1473,324.96,Rice
121,86,117,5.83,51.3,1.2,1.47,38.27,37.93,2705.34,11.47,3.41,1649,225.29,Rice
143,26,90,6.73,45.84,1.27,2.18,21.83,32.93,1484.43,6.21,18.25,1857,275.81,Sugarcane
159,81,18,4.69,55.68,1.22,2.34,28.33,58.65,277.99,10.13,19.06,1437,308.75,Millet
122,41,79,8.16,13.84,0.78,2.19,26.34,56.25,1217.52,11.37,5.42,248,289.39,Sugarcane
93,60,53,4.89,35.46,1.17,2.75,26.98,45.39,1328.8,7.65,13.84,2200,187.28,Barley
127,26,93,5.62,45.34,1.13,0.25,36.02,65.43,993.37,7.34,9.99,1232,83.58,Barley
141,43,83,4.94,20.37,0.61,2.58,32.09,45.01,1028.72,6.95,12.48,420,129.82,Sugarcane
36,44,82,5.53,26.36,0.42,2.02,33.09,42.98,756.99,11.87,1.96,1412,96.53,Millet
90,33,21,7.85,30.95,1.01,0.61,12.7,67.33,2878.69,8.87,19.32,2052,191.1,Wheat
81,63,106,6.96,49.72,1.08,2.08,14.4,86.7,1682.44,11.38,9.96,678,264.9,Wheat
60,27,41,5.41,34.68,0.94,1.58,29.9,42.17,1702.93,7.6,15.68,86,53.83,Rice
138,59,43,7.99,34.64,0.48,1.14,26.21,40.97,1391.69,11.06,10.81,2362,217.75,Sugarcane
64,55,92,7.7,31.54,0.56,0.82,33.23,61.16,1927.37,7.7,17.28,551,89.83,Rice
77,57,42,7.51,21.43,1.12,1.45,12.79,37.17,1385.15,5.26,13.02,656,197.32,Wheat
145,42,73,7.89,56.15,1.45,0.79,26.99,47.65,2129.1,8.79,7.09,1917,273.06,Rice
63,36,57,6.98,25.89,1.43,0.34,24.58,89.45,447,10.96,10.47,2494,208.41,Pulses
34,10,25,6.51,38.37,0.88,2.55,35.64,80.46,283.1,4.27,16.02,2476,60.82,Millet
97,68,59,6,17.44,1.35,1.82,15.61,72.37,1774.79,6.27,6.1,886,322.42,Wheat
89,19,32,5.4,31.71,0.24,1.15,20.46,31.56,2255.47,11.57,15.95,666,193.28,Rice
120,34,35,6.73,55.19,1.32,1.4,14.51,45.9,2073.24,6.16,14.47,1958,309.19,Wheat
22,66,118,8.06,59.77,0.82,2.61,23.55,64.18,1316.2,7.19,1.16,321,330.08,Sugarcane
105,75,63,6.88,28.09,1.22,1.03,36.44,72.62,209.01,6.62,17.47,2236,262.31,Millet
93,24,53,8.18,17.7,0.21,1.2,30.11,70.1,538.26,6.08,10.9,617,74.21,Millet
70,37,114,5.93,25.72,1.33,2.32,32.33,41.13,1297.69,7.14,18.62,298,327.75,Barley
86,22,46,7.28,26.36,0.97,0.68,12.8,57.98,2060.2,10.81,1.21,1786,299.59,Wheat
95,23,18,7.09,42.23,0.51,2.01,23.56,41.91,1073.73,6.64,17.37,380,282.05,Potato
112,75,103,7.18,34.81,0.65,1.36,35.16,85.41,1688.48,9.63,15.63,449,95,Rice
26,43,22,7.08,48.42,0.46,1.55,35.12,63.44,691.47,5.97,13.56,2288,165.55,Millet
32,34,69,5.39,45.07,0.75,2.38,39.64,53.42,674.78,5.45,12.36,222,60.56,Millet
139,63,115,5.07,22.57,0.63,2.98,25.78,85.08,2279.77,10.46,12.39,1681,245.17,Rice
85,88,89,8.41,49.21,0.89,2.51,10.06,84.24,1427.51,5.02,16.94,859,313.1,Wheat
23,21,119,4.68,52.37,1.26,0.57,36.97,60.25,2857.3,10.19,19.88,1953,242.57,Rice
157,18,11,6.37,39.92,1.48,0.75,38.69,71.21,791.65,9.09,9.78,751,199.49,Millet
107,40,104,6.2,56.38,0.53,1.29,37.83,49.13,1453.73,8.29,11.76,662,300.95,Sugarcane
36,87,69,5.94,49.15,0.34,2.19,33.16,48.46,727.2,7.68,4.45,2144,133.9,Millet
71,62,66,7.63,39.77,0.71,1.58,16.36,62.97,916.67,8.28,8.45,650,127.78,Wheat
153,52,52,7.48,55.31,0.39,2.72,14.17,80.8,1992.16,5,4.22,161,228.29,Wheat
88,47,28,8.12,40.02,1.28,0.24,31.03,65.83,2746.96,5.97,1.2,1475,340.75,Rice
156,51,20,6.08,36.06,0.85,0.85,14.21,57.54,559.59,4.15,14.75,1078,196.17,Wheat
40,81,87,6.76,27.81,1.01,0.74,38.6,69.85,562.84,9.59,6.81,1595,170.26,Millet
43,57,56,8.07,54.14,0.4,2.26,23.37,78.74,2866.9,10.38,17.53,1042,185.61,Rice
23,76,98,8.48,16.14,1.17,1.45,10.92,77.24,2261.57,9.52,10.33,1563,56.93,Wheat
22,75,72,8.38,33.68,1.47,0.14,14.52,52.24,1075.91,9.67,16.28,1908,172.88,Wheat
87,25,16,7.37,36.87,0.83,2.34,18.71,86.14,1339.41,10.91,9.05,884,212.71,Wheat
120,25,88,5.07,37.74,1.45,1.15,31.11,30.95,2408.91,9.62,16.82,782,170.56,Rice
73,40,103,4.59,42.59,0.25,0.86,32.12,57.05,2156.7,6.8,17.26,849,97.16,Rice
54,67,40,7.8,35.29,0.25,0.63,16.39,84.45,1906.64,5.91,9.87,1033,265.96,Wheat
75,37,97,7.86,22.84,1.45,2.84,29.46,71.76,2621.21,7.28,18.73,1324,75.3,Rice
127,13,64,7.49,52.85,1.11,2.83,10.95,72.24,1074.75,7.71,6.61,1698,285.11,Wheat
59,19,34,5.62,42.88,0.45,0.32,13.09,39.39,791.52,6.18,8.1,1858,74.41,Potato
87,60,81,7.06,52.91,0.67,0.78,26.05,64.92,1347.4,6.35,10.06,657,124.85,Pulses
65,27,39,5.76,23.8,0.86,1.97,31.11,88.02,220.91,9.68,15.21,522,343.15,Millet
97,56,45,6.3,41.85,1.11,2.04,37.43,42.69,1620.4,5.66,8.58,419,146.44,Rice
25,41,59,6.03,45.71,1.29,1.31,23.13,49.63,1222.65,10.14,2.59,553,255,Maize
36,39,23,8.15,29.17,0.31,1.75,13.6,53.32,569.41,6.06,1.04,2370,302.95,Wheat
118,45,38,5.44,50.61,1.05,2.14,37.87,51.59,2651.36,7.25,17.58,1159,208.94,Rice
100,18,36,6.81,10.13,0.82,2.86,23.12,67.62,744.36,6.2,13.16,1038,191.93,Potato
21,45,59,5.94,39.75,0.98,2.2,24.92,44.07,2176.7,10.57,4.23,1616,94.35,Rice
96,38,45,7.15,40.68,0.86,0.42,35.63,60.34,2176.02,7.15,18.14,642,137.15,Rice
85,25,43,6.76,36.69,0.79,2.18,27.57,54.01,319.25,11.83,14.72,695,276.34,Millet
71,30,30,8.2,41.5,0.47,0.3,19.04,68.67,1397.4,8.81,15.54,619,163.45,Wheat
111,73,47,4.91,18.36,0.81,1.56,26.22,44.52,1533.85,4.13,9.54,603,72.74,Rice
41,75,84,5.38,44.24,0.45,1.63,28.75,63.19,2489.06,10.52,15.31,1377,257.48,Rice
130,68,106,7.57,26.79,0.26,2.36,36.69,74.42,1948.44,9.51,12.51,2111,239.6,Rice
126,37,88,5.98,32.6,0.69,0.13,17.05,71.58,377.3,6.05,14.96,67,269.11,Potato
86,64,85,5.16,26.66,0.23,2.64,26.78,80.06,1456.56,6.15,7.43,530,160.31,Wheat
159,40,97,6.51,33.7,0.93,2.03,37.61,87.37,1042.39,7.94,11.17,14,293.45,Sugarcane
88,42,59,7.11,41.08,0.29,0.19,11.36,81.24,678.65,9.33,1.68,1624,204.47,Wheat
103,69,46,4.68,51.92,0.77,0.56,15.84,86.29,972.92,11.2,4.08,1309,153.24,Wheat
122,50,84,5.67,34.17,1.47,0.21,20.39,31.05,2552.62,5.33,17.27,1954,241.42,Rice
58,55,28,7.74,26.16,0.21,2.32,30.35,67.74,1935.99,5.34,13.46,1582,69.84,Rice
32,58,10,6.58,34.4,0.68,0.6,35.26,46.06,1419.19,9.58,16.73,2134,328.14,Barley
60,74,90,4.64,44.44,1.08,0.23,15.98,78.54,2217.36,6.54,11.66,2381,299.43,Barley
76,51,49,5.63,27.34,0.41,0.5,17.4,79.14,2911.02,5.82,9.21,689,50.53,Sugarcane
31,32,64,7.06,30.71,0.93,1.72,34.7,32.87,2796.06,9.5,16.49,1356,252.9,Rice
32,36,89,5.3,38.14,0.54,1.54,14.45,65.73,471.19,4.48,1.9,42,193.82,Potato
139,41,35,7.81,24.7,0.49,0.81,17.84,81.05,1130.38,8.25,14.05,1014,97.06,Wheat
116,12,52,7.21,20.45,1.36,2.83,31.98,65.24,1076.76,9.12,12.58,1855,63.43,Sugarcane
76,69,68,6.39,17.02,0.46,2.58,14.98,55.53,1750.77,7.08,1.68,1809,245.87,Wheat
59,85,60,8.16,27.63,0.69,1.01,34.84,34.61,453.16,5.01,7.38,451,51.22,Millet
137,88,116,6.07,12.42,0.42,1.48,24.72,73.82,2780.81,6.74,10.85,1181,125.96,Rice
99,26,24,5.44,39.17,0.57,1.6,23.43,34.48,2391.08,7.45,1.62,1723,266.18,Rice
147,41,17,7.15,18.8,0.58,2.29,14.06,65.87,543.75,5.29,6.85,1051,166.7,Wheat
54,16,103,6.79,28.87,0.62,1.34,30.39,85.06,911.95,7.91,1.28,1172,158.83,Potato
22,80,23,5.84,23.46,1.03,1.68,36.52,55.15,600.58,6.71,6.16,1877,287.3,Millet
139,78,106,5.87,41.52,1.17,1.3,30.76,76.21,1537.44,11.2,19.57,1083,300.18,Rice
24,67,115,6.09,52.52,0.86,2.31,19.51,77.99,2692.34,4.51,9.62,2216,220.7,Wheat
30,49,16,5.66,41.67,0.99,1.71,30.96,30.62,2004.96,9.36,19.04,2033,115.08,Rice
145,57,27,7.34,37.13,1.26,2.5,25.3,84.9,1895.47,9.78,16.28,2321,246.13,Rice
90,60,21,7.11,43.45,1.5,0.26,35.61,41.33,408.58,8.87,5.98,944,112,Millet
136,66,11,6.26,11.5,0.79,2.72,23.79,46.96,2737.62,8.17,18.8,285,146.69,Rice
157,80,59,6.09,16.14,1.42,2.48,17.12,82.25,986.12,4.92,6.7,2440,100.29,Wheat
125,46,102,5.96,14.75,0.84,2.47,13.04,71.2,2720.38,8.87,7.56,430,271.66,Sugarcane
135,84,30,5.63,14.91,1.22,0.51,18.43,52.31,1471.28,8.53,6.76,1470,51.45,Sugarcane
86,83,16,4.84,23.02,0.95,0.86,26.91,35.27,1680.58,11.3,9.4,2239,78.48,Rice
50,64,100,5.57,36.6,1.35,2.94,15.1,53.17,1894,10.98,2.4,1081,90.4,Potato
94,50,21,5.78,15.73,0.78,2.86,11.19,87.98,1007.83,4.16,16.51,2004,225.73,Tomato
90,29,93,6.69,56.76,1.1,0.76,23.47,36.28,2539.56,11.88,2.56,1268,315.69,Rice
85,42,66,7.6,52.71,0.81,1.36,20.42,80.77,2883.38,8.52,10.09,676,194.86,Rice
89,49,87,6.08,58.58,1.31,0.55,22.61,49.52,993.79,11.33,2.32,1378,281.86,Maize
60,43,83,8.28,12.13,1.49,0.86,23.62,69.27,200.39,5.19,13.44,1747,305.44,Wheat
39,71,114,7.81,52.57,0.52,0.64,32.98,67.89,1671.72,9.57,9.55,1216,201.67,Rice
159,28,32,8.44,50.19,0.82,0.33,38.83,49.54,1859.98,7.67,1.02,223,169.09,Rice
58,52,39,8,55.11,0.31,1.78,17.87,33.26,377.77,5.07,9.19,1369,335.74,Wheat
64,78,67,6.97,36.4,0.38,0.8,38.27,38.93,2084.11,4.18,7.91,1060,294.12,Rice
158,72,104,6.89,49.39,1.41,2.98,16.85,63.95,1017.79,5.73,18.37,987,287.54,Wheat
89,19,61,5.02,12.56,0.91,1.59,32.65,86.93,2884.27,4.13,12.38,248,247.23,Rice
144,22,65,7.39,13.79,0.71,1.14,30.44,85.55,2387.96,8.78,16.72,1805,62.67,Rice
110,14,19,6.9,15.93,1.07,2.75,11.57,36.81,403.23,6.44,3.75,1568,253.31,Wheat
89,67,28,6.53,55.74,0.93,1.9,31.75,82.51,2872.23,11.63,3.4,2138,294.66,Rice
149,68,28,7.27,13.06,0.58,0.47,37.03,44.03,836.24,9.06,4.48,1291,325.75,Barley
103,85,117,6.28,15.01,0.49,1.54,37.91,84.59,2435.32,10.11,18.93,2436,290.86,Rice
108,68,96,6.6,56.52,0.97,1.38,30.56,75.51,2001.18,7.47,2.89,38,311.01,Rice
98,86,68,6.09,15.37,0.44,2.32,33.6,87.68,1701.64,6.14,10.19,597,178.76,Rice
132,24,53,7.37,53.49,0.38,2.11,12.15,56.5,2811.46,10.14,2.45,669,154.58,Wheat
112,86,114,8.01,49.46,0.61,1.18,14.84,73.9,1896.45,7.74,15.42,989,54.59,Wheat
91,10,68,7.86,12.01,1.32,1.46,17.87,74.12,2604.43,12,8.31,2437,330.96,Wheat
68,47,105,7.64,11.09,0.25,1.6,25.94,59.77,2517.55,8.74,12.62,1891,239.8,Rice
71,62,93,4.56,36.72,1.28,1.33,21.59,88.47,2082.09,10.76,2.36,1979,321.87,Rice
52,61,13,8.15,59.86,1.01,0.41,29.71,44.62,1573.03,6.3,9.2,1794,336.36,Rice
41,10,106,5.6,53.94,0.25,2.73,23.37,89.17,474.84,7.41,3.54,1676,320.98,Cotton
133,20,74,8.05,25.5,0.98,2.05,33.25,78.73,631.19,5.92,7.17,264,99.62,Millet
152,67,22,5.29,29.32,0.75,1.46,31.41,66.97,1691.86,10.2,4.59,1823,99.9,Rice
37,49,76,6.26,29.4,1.29,1.75,32.42,34.54,1130.18,10.06,10.15,1266,308.57,Maize
137,69,21,7.5,46.71,1.38,0.72,34.87,45.56,781.97,8.74,17.98,1586,240.39,Millet
136,53,102,7.06,27.06,0.57,1.64,35.03,80.48,2907.84,9.85,8.55,597,148.18,Rice
56,15,64,6.16,17.39,1.22,2.26,33.39,73.69,2604.11,6.88,18.17,1016,100.36,Rice
83,37,70,7.21,47.36,0.6,1.65,11.98,87.76,1404.8,11.02,15.72,990,150.87,Wheat
157,40,104,6.7,32.9,0.58,1.49,28.7,53.81,2639.05,11.38,15.19,1745,300.85,Rice
98,17,50,5.6,13.84,0.45,1.44,10.59,83.67,366.49,9.31,15.84,1570,127.44,Cotton
142,14,45,7.09,49.5,1.08,2.31,32.31,81.71,477.84,6.98,14.5,20,205.79,Millet
63,63,11,5.32,39.27,0.54,2.28,11.83,87.97,2854.51,10.73,4.86,1072,87.73,Wheat
101,26,31,7.28,34.47,0.8,2.28,39.5,46.35,2128.64,11.84,16.93,183,290.68,Rice
106,47,31,4.51,43.67,1.26,0.81,28.42,59.67,2340.07,8.63,8.14,1109,292.39,Rice
35,18,50,6.7,35.27,1.23,1.89,15.46,34.86,2532.09,9.28,6.12,157,155.68,Wheat
73,83,104,6.1,42.42,1.31,2.36,24.05,65.46,349.03,10.81,16.83,496,109.45,Barley
121,87,118,5.71,53.37,0.41,1.73,34.8,73.94,2209.89,9.38,12.73,2153,181.84,Rice
117,23,23,6.56,40.68,0.96,2.36,15.4,44.28,1199.04,5.57,5.81,1232,314.86,Wheat
21,35,102,7.08,42.98,1.39,2.58,26.1,40.18,2490.4,7.38,17.87,2175,175.7,Rice
113,71,44,8.36,40.69,0.25,0.6,10.11,68.37,1285.53,8.9,11.24,2063,320,Wheat
78,34,59,7.83,36.56,1.23,0.99,33.65,53.59,2349.32,7.71,1.45,350,323.34,Rice
88,89,18,7.37,18.6,0.52,1.84,15.84,55.59,2723.61,9.44,11.01,1462,282.07,Wheat
138,45,105,6.42,26.78,1.07,0.94,21.62,58.27,1150.01,6.25,19.15,1596,203.74,Sugarcane
111,89,68,6.07,44.66,1.13,2.83,25.91,60.69,1514.22,5.27,4.08,1834,250.93,Rice
64,42,65,4.63,31.27,1.4,0.66,14.35,41.73,1704.79,4.23,6.72,1865,103.28,Pulses
43,12,100,5.94,30.31,0.86,1.14,37.8,64.66,2125.96,4.31,5.34,66,152.06,Rice
110,20,19,7.89,47.96,1.3,2.98,24.06,34.15,2563.49,6.85,5.19,993,187.2,Rice
113,67,34,6.04,10.28,0.26,0.65,16.95,36.81,789.09,4.17,2.47,1682,99.36,Wheat
77,73,54,6.35,43.95,0.75,1.4,32.05,72.69,2847.79,6.17,9.86,26,337.16,Rice
147,27,106,5.59,34.46,0.77,1.01,36.83,73.89,2399.63,8.11,16.55,1823,145.14,Rice
26,56,20,5.6,28.84,0.9,2.45,37.38,45.98,590.7,9.95,5.56,832,165.13,Millet
66,53,110,4.75,27.03,0.83,0.98,22.93,41.08,1140.35,8.71,14.51,1967,85.45,Cotton
72,68,18,6.96,18.64,1.46,0.57,20.78,33.24,903.82,8.28,11.89,1634,129.72,Maize
57,59,16,6.29,26.71,0.3,2.81,37.88,55.13,645.26,5.94,5.03,966,95.84,Millet
72,78,80,6.92,29.57,0.54,1.02,11.59,60.54,2005.25,4.13,11.82,851,226.39,Wheat
67,38,43,6.69,31.87,1.46,2.25,32.52,83.97,384.22,5.04,10.93,487,222.09,Millet
114,76,92,7.7,43.62,0.78,0.94,15.33,30.15,1876.56,11.85,5.29,2304,77.32,Wheat
156,11,29,7.5,32.68,0.94,0.62,23.97,54.35,2517.59,11.42,1.32,41,309.56,Rice
83,34,115,7.59,49.81,0.31,2.43,38.61,55.16,1213.3,6.49,8.73,2152,286.76,Millet
112,28,98,6.5,41.99,0.57,0.26,27.43,83.19,1571.09,6.57,7.14,1010,218.17,Rice
144,49,14,5.92,19.48,0.25,1.06,25.7,41.76,603.6,11.13,6.37,1207,167.87,Millet
58,11,102,8.23,23.86,0.38,2.36,11.85,33.97,2217.15,4.63,14.27,1682,229.92,Wheat
23,74,64,4.72,13.96,1.02,1.59,18.32,52.9,2744.49,5.37,14.48,1720,82.56,Tomato
145,71,100,5.11,57.29,1.19,2.1,10.09,66.74,2251.73,4.94,18.61,1715,69.2,Sugarcane
22,63,98,6.18,54.33,1.33,0.29,36.25,81.49,544.38,10.97,1.52,286,258.51,Millet
83,54,110,6.96,14.24,0.53,2.27,29.35,46.14,1167.29,4.05,18.3,1094,56.54,Rice
48,58,24,4.53,38.7,0.63,0.6,13.54,45.08,684.96,4.12,13.81,1265,219.2,Cotton
